final_video_id,first_level_category_id,first_level_category_name,first_level_category_prob,second_level_category_id,second_level_category_name,second_level_category_prob,third_level_category_id,third_level_category_name,third_level_category_prob,fourth_level_category_id,fourth_level_category_name,fourth_level_category_prob
4166,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4167,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4168,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4169,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4170,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4171,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4172,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4173,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4174,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4175,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4176,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4177,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4178,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4179,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4180,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4181,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4182,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4183,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4184,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4185,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4186,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4187,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4188,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4189,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4190,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4191,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4192,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4193,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4194,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4195,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4196,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4197,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4198,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4199,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4200,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4201,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4202,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4203,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4204,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4205,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4206,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4207,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4208,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4209,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4210,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4211,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4212,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4213,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4214,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4215,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4216,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4217,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4218,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4219,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4220,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4221,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4222,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4223,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4224,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4225,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4226,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4227,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4228,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4229,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4230,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4231,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4232,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4233,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4234,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4235,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4236,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4237,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4238,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4239,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4240,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4241,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4242,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4243,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4244,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4245,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4246,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4247,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4248,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4249,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4250,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4251,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4252,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4253,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4254,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4255,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4256,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4257,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4258,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4259,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4260,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4261,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4262,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4263,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4264,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4265,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4266,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4267,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4268,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4269,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4270,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4271,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4272,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4273,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4274,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4275,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4276,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4277,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4278,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4279,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4280,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4281,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4282,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4283,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4284,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4285,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4286,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4287,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4288,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4289,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4290,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4291,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4292,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4293,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4294,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4295,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4296,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4297,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4298,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4299,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4300,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4301,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4302,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4303,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4304,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4305,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4306,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4307,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4308,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4309,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4310,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4311,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4312,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4313,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4314,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4315,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4316,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4317,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4318,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4319,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4320,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4321,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4322,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4323,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4324,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4325,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4326,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4327,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4328,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4329,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4330,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4331,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4332,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4333,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4334,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4335,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4336,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4337,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4338,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4339,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4340,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4341,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4342,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4343,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4344,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4345,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4346,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4347,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4348,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4349,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4350,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4351,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4352,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4353,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4354,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4355,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4356,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4357,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4358,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4359,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4360,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4361,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4362,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4363,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4364,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4365,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4366,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4367,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4368,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4369,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4370,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4371,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4372,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4373,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4374,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4375,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4376,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4377,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4378,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4379,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4380,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4381,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4382,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4383,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4384,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4385,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4386,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4387,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4388,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4389,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4390,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4391,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4392,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4393,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4394,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4395,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4396,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4397,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4398,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4399,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4400,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4401,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4402,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4403,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4404,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4405,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4406,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4407,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4408,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4409,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4410,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4411,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4412,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4413,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4414,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4415,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4416,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4417,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4418,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4419,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4420,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4421,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4422,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4423,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4424,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4425,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4426,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4427,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4428,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4429,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4430,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4431,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4432,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4433,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4434,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4435,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4436,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4437,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4438,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4439,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4440,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4441,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4442,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4443,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4444,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4445,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4446,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4447,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4448,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4449,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4450,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4451,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4452,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4453,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4454,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4455,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4456,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4457,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4458,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4459,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4460,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4461,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4462,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4463,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4464,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4465,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4466,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4467,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4468,1,Asset,1.0,9.0,婚礼现场,1.0,0,,0.0,0,,0.0
4469,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4470,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4471,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4472,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4473,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4474,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4475,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4476,1,Asset,1.0,26.0,萌宠日常,1.0,0,,0.0,0,,0.0
4477,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4478,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
4479,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4480,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4481,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4482,1,Asset,1.0,19.0,科技测评,1.0,0,,0.0,0,,0.0
4483,1,Asset,1.0,10.0,家居装修,1.0,0,,0.0,0,,0.0
4484,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4485,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4486,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4487,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4488,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4489,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4490,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4491,1,Asset,1.0,6.0,古风汉服,1.0,0,,0.0,0,,0.0
4492,1,Asset,1.0,11.0,户外旅行,1.0,0,,0.0,0,,0.0
4493,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4494,1,Asset,1.0,15.0,民俗纪实,1.0,0,,0.0,0,,0.0
4495,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4496,1,Asset,1.0,28.0,音乐现场,1.0,0,,0.0,0,,0.0
4497,1,Asset,1.0,14.0,校园生活,1.0,0,,0.0,0,,0.0
4498,1,Asset,1.0,7.0,咖啡文化,1.0,0,,0.0,0,,0.0
4499,1,Asset,1.0,18.0,电竞比赛,1.0,0,,0.0,0,,0.0
4500,1,Asset,1.0,23.0,美食探店,1.0,0,,0.0,0,,0.0
4501,1,Asset,1.0,8.0,城市街拍,1.0,0,,0.0,0,,0.0
4502,1,Asset,1.0,1.0,二次元漫展,1.0,0,,0.0,0,,0.0
